"recipient_id","name_in_edition","Beginning of the correspondence","End of the correspondence"
"f71f4753-1a4f-4584-9cda-43dd9be27225","Krzysztof SZYDŁOWIECKI [COE] // Krzysztof Szydłowiecki [CWE] // Schydlowyetz, Christopher of [ALLEN]","1525-08-14","1530-09-02"
"f75fe1b5-a9d5-46ce-ba72-5ea1fe642bb0","Antonio PUCCI [COE] // Antonio Pucci [CWE] // Pucci, Antonio [ALLEN]","1518-08-26","1525-06-07"
"f791f90a-19a7-4731-b460-9d6e3038c571","[A Monk] [COE] // A Monk [CWE] // A Monk [ALLEN]","1527-10-15","1527-10-15"
"f7cab368-acc7-4e96-891d-b17f8975d083","Nikolaus von DIESBACH [COE] // Nikolaus von Diesbach [CWE] // Diesbach, Nikolaus von [ALLEN]","1527-07-06","1527-07-06"
"f85e45b4-1237-4451-9eca-ba495daebfc6","Antoine de la MARCK [COE] // Antoine de la Marck [CWE] // de la Marck, Antony [ALLEN]","1519-04-20","1520-02-16"
"f92b29c2-d06e-4676-8528-f410ace90583","Thomas RUTHALL [COE] // Thomas Ruthall [CWE] // Ruthall, Thomas [ALLEN]","1506-06-01","1519-05-25"
"f95d83a2-662d-422b-aff9-570913c56eab","Wolfgang LACHNER [COE] // Wolfgang Lachner [CWE] // Lachner, Wolfgang [ALLEN]","1517-08-23","1517-11-01"
"f99b3b0e-eb9b-4e4c-85fa-4572ad52cac9","Melchior Matthaei of VIANDEN [COE] // Melchior of Vianden [CWE] // Viandalus, Melchior (Viandulus) [ALLEN]","1524-02-25","1524-02-25"
"f9e11bac-0cae-4e9e-acb8-6b67480b2ad6","Georges d'ARMAGNAC [COE] // Georges d'Armagnac [CWE] // Armagnac, Georges d' [ALLEN]","1531-11-19","1531-11-19"
"fa6ffcab-171c-47ea-9fc3-f40771432644","HAIO HERMAN [COE] // Haio Herman [CWE] // Phrysius, Haio Hermannus [ALLEN]","1520-08-01","1530-01-31"
"fa8b4f44-551f-4cc6-a4f7-d5fb957064ae","Janus LASCARIS [COE] // Johannes Lascaris [CWE] // Lascaris, John (Janus) [ALLEN]","1518-04-26","1518-04-26"
"fa931474-c5cb-42b3-ad98-f75617704be7","Lieven HUGENOYS [COE] // Lieven Hugenoys [CWE] // Hugenoys, Livinus [ALLEN]","1521-06-21","1521-06-21"
"fb407a51-6dfa-48d4-9eb1-5c6b8ed756a5","LUDOVICUS [COE] // Louis [CWE] // Louis [ALLEN]","1518-03-05","1518-03-05"
"fde91229-3bbe-4b1d-8e24-53be019d5ee7","Valentin FURSTER [COE] // Valentin Furster [CWE] // Furster, Valentin [ALLEN]","1527-03-24","1527-03-24"
"ff7cd0d0-fb98-4975-94fb-869385629825","Ludwig PLATZ [COE] // Ludwig Platz [CWE] // Platz, Louis [ALLEN]","1520-07-31","1520-07-31"
