Id	letter_no_in_edition	source	sender_as_marked	sender_inferred	sender_uncertain	target	recipient_as_marked	recipient_inferred	recipient_uncertain	label	send_date_year1	send_date_month1	send_date_day1	send_date_computable1	send_date_has_range	send_date_year2	send_date_month2	send_date_day2	send_date_computable2	send_date_as_marked	send_date_inferred	send_date_approx	send_date_uncertain	source_loc_id	source_loc_as_marked	source_loc_inferred	source_loc_uncertain	target_loc_id	target_loc_as_marked	target_loc_inferred	target_loc_uncertain	letter_language	letter_type_genus	letter_type_x_to_x	further_annotation
wpirck_bw_823	823	hessus_helius_eobanus_viaf_71412338	Helius Eobanus Hessus	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Helius Eobanus Hessus an P. Lat. Autogr. Erfurt, 1. März 1524	1524	03	01	1524-03-01	0	1524	03	01	1524-03-01	1. März 1524	0	0	0	erfurt_DE_gid_2929670	Erfurt	0	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_824	824	bannicius_jacobus_viaf_72207021	Jakob de Bannissis	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Jakob de Banissis an P. Lat. Autogr. Mailand, 2. März 1524	1524	03	02	1524-03-02	0	1524	03	02	1524-03-02	2. März 1524	0	0	0	milano_IT_gid_3173435	Mailand	0	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_834	834	glareanus_henricus_viaf_73950690	Heinrich Glareanus	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Heinrich Glareanus an P. Lat. Autogr. Basel, 21. April 15<2>4 	1524	04	21	1524-04-21	0	1524	04	21	1524-04-21	21. April 15<2>4 	1	0	0	basel_CH_gid_2661604	Basel	0	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
era_cwe_1408	1408 [CWE] // 1408 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer [CWE]	0	0	1408 To Willibald Pirckheimer Basel, 8 January 1524 [CWE]	1524	01	08	1524-01-08	0	1524	01	08	1524-01-08	8 January 1524 [CWE]	0	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	nürnberg_DE_gid_2861650	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1417	1417 [CWE] // 1417 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer [CWE]	0	0	1417 To Willibald Pirckheimer Basel, 8 February 1524 [CWE]	1524	02	08	1524-02-08	0	1524	02	08	1524-02-08	8 February 1524 [CWE]	0	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	nürnberg_DE_gid_2861650	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1440	1440 [CWE] // 1440 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer [CWE]	0	0	1440 To Willibald Pirckheimer Basel, 14 April 1524 [CWE]	1524	04	14	1524-04-14	0	1524	04	14	1524-04-14	14 April 1524 [CWE]	0	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	nürnberg_DE_gid_2861650	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1445	1445 [CWE] // 1445 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	luther_martin_viaf_14773105	Martin Luther [CWE]	0	0	1445 To Martin Luther Basel, 8 May 1524 [CWE]	1524	05	08	1524-05-08	0	1524	05	08	1524-05-08	8 May 1524 [CWE]	0	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	wittenberg_DE_gid_7303020	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1452	1452 [CWE] // 1452 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer [CWE]	0	0	1452 To Willibald Pirckheimer Basel, 3 June [1524] [CWE]	1524	06	03	1524-06-03	0	1524	06	03	1524-06-03	3 June [1524] [CWE]	1	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	nürnberg_DE_gid_2861650	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1466	1466 [CWE] // 1466 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer [CWE]	0	0	1466 To Willibald Pirckheimer Basel, 21 July 1524 [CWE]	1524	07	21	1524-07-21	0	1524	07	21	1524-07-21	21 July 1524 [CWE]	0	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	nürnberg_DE_gid_2861650	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1485	1485 [CWE] // 1485 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	capito_wolfgang_viaf_61578502	Wolfgang Faber Capito [CWE]	0	0	1485 To Wolfgang Faber Capito Basel, 2 September [1524] [CWE]	1524	09	02	1524-09-02	0	1524	09	02	1524-09-02	2 September [1524] [CWE]	1	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	strasbourg_FR_gid_2973783	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1496	1496 [CWE] // 1496 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	melanchthon_philipp_viaf_76319978	Philippus Melanchthon [CWE]	0	0	1496 To Philippus Melanchthon Basel, 6 September 1524 [CWE]	1524	09	06	1524-09-06	0	1524	09	06	1524-09-06	6 September 1524 [CWE]	0	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	wittenberg_DE_gid_7303020	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1497	1497 [CWE] // 1497 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	spalatin_georg_viaf_240011410	Georgius Spalatinus [CWE]	0	0	1497 To Georgius Spalatinus Basel, 6 September 1524 [CWE]	1524	09	06	1524-09-06	0	1524	09	06	1524-09-06	6 September 1524 [CWE]	0	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	lochau_DE_gid_2876645	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1498	1498 [CWE] // 1498 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	hessus_helius_eobanus_viaf_71412338	Helius Eobanos Hessus [CWE]	0	0	1498 To Helius Eobanus Hessus Basel, 6 September 1524 [CWE]	1524	09	06	1524-09-06	0	1524	09	06	1524-09-06	6 September 1524 [CWE]	0	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	erfurt_DE_gid_2929670	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1512	1512 [CWE] // 1512 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	mosham_ruprecht_von_viaf_20551741	Rudbert von Mosham [CWE]	0	0	1512 To Rudbert von Mosham Basel, 12 November 1524 [CWE]	1524	11	12	1524-11-12	0	1524	11	12	1524-11-12	12 November 1524 [CWE]	0	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	passau_DE_gid_2855328	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1522	1522 [CWE] // 1522 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	auerbach_heinrich_viaf_69872391	Heinrich Stromer [CWE]	0	0	1522 To Heinrich Stromer Basel, 10 December 1524 [CWE]	1524	12	10	1524-12-10	0	1524	12	10	1524-12-10	10 December 1524 [CWE]	0	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	leipzig_DE_gid_2879139	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1523	1523 [CWE] // 1523 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	melanchthon_philipp_viaf_76319978	Philippus Melanchthon [CWE]	0	0	1523 To Philippus Melanchthon Basel, 10 December 1524 [CWE]	1524	12	10	1524-12-10	0	1524	12	10	1524-12-10	10 December 1524 [CWE]	0	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	wittenberg_DE_gid_7303020	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
era_cwe_1524	1524 [CWE] // 1524 [ALLEN]	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	camerarius_joachim_viaf_2495607	Joachim Camerarius [CWE]	0	0	1524 To Joachim Camerarius Basel, 11 December 1524 [CWE]	1524	12	11	1524-12-11	0	1524	12	11	1524-12-11	11 December 1524 [CWE]	0	0	0	basel_CH_gid_2661604	Basel [CWE]	0	0	wittenberg_DE_gid_7303020	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
wpirck_bw_807	807	pellicanus_konrad_viaf_41862976	Konrad Pellicanus	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Konrad Pellicanus an P. Lat. Autogr. Basel, 16. Januar und 27. März 1524	1524	01	16	1524-01-16	1	1524	03	27	1524-03-27	16. Januar und 27. März 1524	0	0	1	basel_CH_gid_2661604	Basel	0	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_809	809	spalatin_georg_viaf_240011410	Georg Spalatin	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Georg Spalatin an P. Lat. Autogr. <Nürnberg>, 19. Januar 1524 	1524	01	19	1524-01-19	0	1524	01	19	1524-01-19	19. Januar 1524 	0	0	0	nürnberg_DE_gid_2861650	<Nürnberg>	1	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_812	812	spalatin_georg_viaf_240011410	Georg Spalatin	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Georg Spalatin an P. Lat. Autogr. <Nürnberg>, 28. Januar 1524	1524	01	28	1524-01-28	0	1524	01	28	1524-01-28	28. Januar 1524	0	0	0	nürnberg_DE_gid_2861650	<Nürnberg>	1	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_813	813	spalatin_georg_viaf_240011410	Georg Spalatin	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Georg Spalatin an P. Lat. Autogr. <Nürnberg>, 29. Januar 1524	1524	01	29	1524-01-29	0	1524	01	29	1524-01-29	29. Januar 1524	0	0	0	nürnberg_DE_gid_2861650	<Nürnberg>	1	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_816	816	spalatin_georg_viaf_240011410	Georg Spalatin	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Georg Spalatin an P. Lat. Autogr. <Nürnberg>, 3. Februar 1524 	1524	02	03	1524-02-03	0	1524	02	03	1524-02-03	3. Februar 1524 	0	0	0	nürnberg_DE_gid_2861650	<Nürnberg>	1	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_817	817	spalatin_georg_viaf_240011410	Georg Spalatin	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Georg Spalatin an P. Lat. Autogr. <Nürnberg>, 5. Februar 1524	1524	02	05	1524-02-05	0	1524	02	05	1524-02-05	5. Februar 1524 	0	0	0	nürnberg_DE_gid_2861650	<Nürnberg>	1	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_818	818	spalatin_georg_viaf_240011410	Georg Spalatin	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Georg Spalatin an P. Lat. Autogr. <Nürnberg>, 8. Februar 1524	1524	02	08	1524-02-08	0	1524	02	08	1524-02-08	8. Februar 1524 	0	0	0	nürnberg_DE_gid_2861650	<Nürnberg>	1	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_822	822	spalatin_georg_viaf_240011410	Georg Spalatin	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Georg Spalatin an P. Lat. Autogr. <Nürnberg>, 6. Februar 1524	1524	02	06	1524-02-06	0	1524	02	06	1524-02-06	6. Februar 1524	0	0	0	nürnberg_DE_gid_2861650	<Nürnberg>	1	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_871	871	huttich_johann_viaf_5722622	Johann Huttich	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Johann Huttich an P. Lat. Autogr. Straßburg, 18. Oktober 1524	1524	10	18	1524-10-18	0	1524	10	18	1524-10-18	18. Oktober 1524	0	0	0	strasbourg_FR_gid_2973783	Straßburg	0	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
era_cwe_1450	1450 [CWE] // 1450 [ALLEN]	mosham_ruprecht_von_viaf_20551741	Rudbert von Mosham [CWE]	0	0	erasmus_desiderius_viaf_95982394	Erasmus of Rotterdam [CWE]	0	0	1450 From Rudbert von Mosham Passau, 30 May 1524 [CWE]	1524	05	30	1524-05-30	0	1524	05	30	1524-05-30	30 May 1524 [CWE]	0	0	0	passau_DE_gid_2855328	Passau [CWE]	0	0	basel_CH_gid_2661604	NULL	1	0	latin	familiar letter	letter_1_to_1	NULL
wpirck_bw_841	841	mosham_ruprecht_von_viaf_20551741	Rupert von Mosham 	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Rupert von Mosham an P. Lat. Autogr. Passau, 23. Mai 1524	1524	05	23	1524-05-23	0	1524	05	23	1524-05-23	23. Mai 1524	0	0	0	passau_DE_gid_2855328	Passau	0	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_838	838	neuenar_hermann_graf_von_viaf_18164526	Graf Hermann von Neuenahr	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Graf Hermann von Neuenahr an P. Lat. Abdruck. <Nürnberg, 15. oder 25. Mai 1524>	1524	05	15	1524-05-15	1	1524	05	25	1524-05-25	<15. oder 25. Mai 1524>	1	0	1	nürnberg_DE_gid_2861650	<Nürnberg>	1	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_846	846	cochlæus_johannes_viaf_121589726	Johannes Cochläus	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Johannes Cochlaeus an P. Lat. Autogr. Stuttgart, 3. Juni 1524	1524	06	03	1524-06-03	0	1524	06	03	1524-06-03	3. Juni 1524	0	0	0	stuttgart_DE_gid_2825297	Stuttgart	0	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
wpirck_bw_873	873	zwingli_ulrich_viaf_71399367	Ulrich Zwingli	0	0	pirckheimer_willibald_viaf_27173507	Willibald Pirckheimer	0	0	Ulrich Zwingli an P. Lat. Autogr. Zürich, 24. Oktober 1524	1524	10	24	1524-10-24	0	1524	10	24	1524-10-24	24. Oktober 1524	0	0	0	zürich_CH_gid_2657896	Zürich	0	0	nürnberg_DE_gid_2861650	Nürnberg	1	1	latin	familiar letter	letter_1_to_1	
