"correspondents_id","type","gender","viaf_id","name_in_edition","known_name_variations","known_name_variations_ref","pob_loc_id","pob_loc_annotation","pob_loc_annotation_ref","dob_year1","dob_month1","dob_day1","dob_computable1","dob_has_range","dob_year2","dob_month2","dob_day2","dob_computable2","dob_annotion","dob_annotion_ref","pod_loc_id","pod_loc_annotation","pod_loc_annotation_ref","dod_year1","dod_month1","dod_day1","dod_computable1","dod_has_range","dod_year2","dod_month2","dod_day2","dod_computable2","dod_annotion","dod_annotion_ref","further_annotation"
"precellius_georgius_viaf_uncertain","individual","male","uncertain","Georgius PRECELLIUS [COE] // Georgius Precellius [CWE] // Precell, George [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE III, 118","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 118","unknown_location_XX_gid_unknown","Unknown","COE III, 118","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 118","NULL"
"quinonus_guilhelmus_viaf_unknown","individual","male","unknown","Guilhelmus QUINONUS [COE] // Guilhelmus Quinonus [CWE] // Quinonus, William [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE III, 126","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 126","unknown_location_XX_gid_unknown","Unknown","COE III, 126","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 126","NULL"
"quintinus_[corpus_era]_viaf_unknown","individual","male","unknown","QUINTINUS [COE] // Quintinus [CWE] // Quintin, Jean [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE III, 126-127","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 126-127","unknown_location_XX_gid_unknown","Unknown","COE III, 126-127","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 126-127","NULL"
"rebhan_leonhard_viaf_unknown","individual","male","unknown","Leonhard REBHAN [COE] // Leonhard Rebhan [CWE] // Rephanus, Leonard [ALLEN]","Rebhan // Rephanus","COE III, 132","unknown_location_in_germany_DE_gid_unknown","Unknown","COE III, 132","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 132","unknown_location_XX_gid_unknown","Unknown","COE III, 132","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 132","NULL"
"rhodus_stegrius_viaf_unknown","individual","male","unknown","Godofredus RHODUS Stegrius [COE] // Godofredus Rhodus Stegrius [CWE] // Rhodus, Ghodfrey [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE III, 153","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 153","unknown_location_XX_gid_unknown","Unknown","COE III, 153","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 153","NULL"
"rivulo_adrianus_a_viaf_unknown","individual","male","unknown","Adrianus a RIVULO [COE] // Adrianus a Rivulo [CWE] // Rivulo, Adrianus A [Rivo] [ALLEN]","Rivo","COE III, 165","antwerpen_BE_gid_2803138","Antwerp","COE III, 165","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 165","unknown_location_XX_gid_unknown","Unknown","COE III, 165","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 165","NULL"
"rupilius_franciscus_viaf_uncertain","individual","male","uncertain","Franciscus RUPILIUS [COE] // Franciscus Rupilius [CWE] // Rupilius, Franciscus [ALLEN]","Rothut","COE III, 178-179","unknown_location_XX_gid_unknown","Unknown","COE III, 178-179","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 178-179","unknown_location_XX_gid_unknown","Unknown","COE III, 178-179","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 178-179","NULL"
"sasboudus_[corpus_era]_viaf_unknown","individual","male","unknown","SASBOUDUS [COE] // Sasbout [CWE] // Sasboud [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE III, 196","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 196","unknown_location_XX_gid_unknown","Unknown","COE III, 196","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 196","NULL"
"scarpinelli_agostino_viaf_unknown","individual","male","unknown","Agostino SCARPINELLI [COE] // Agostino Scarpinelli [CWE] // Scapinellus, Augustinus [ALLEN]","Scarpinello // Scapinellus","COE III, 214-215","unknown_location_in_italy_IT_gid_unknown","Unknown","COE III, 214-215","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 214-215","unknown_location_XX_gid_unknown","Unknown","COE III, 214-215","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 214-215","NULL"
"scevola_daniele_viaf_unknown","individual","male","unknown","Daniele SCEVOLA [COE] // Daniele Scevola [CWE] // not included in the ALLEN corpus]","NULL","NULL","unknown_location_in_italy_IT_gid_unknown","Unknown","COE III, 215","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 215","unknown_location_XX_gid_unknown","Unknown","COE III, 215","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 215","NULL"
"schad_johann_matthäus_viaf_unknown","individual","male","unknown","Johann Matthäus SCHAD [COE] // Johann Matthäus Schad [CWE] // Schad, Matthew [ALLEN]","NULL","NULL","biberach_DE_gid_2949423","Unknown","COE III, 216-217","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 216-217","unknown_location_XX_gid_unknown","Unknown","COE III, 216-217","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 216-217","NULL"
"schirn_georg_viaf_unknown","individual","male","unknown","Georg SCHIRN [COE] // Georg Schirn [CWE] // Schirn, George [ALLEN]","Georgius Schirnus Alemannus","COE III, 224","unknown_location_XX_gid_unknown","Unknown","COE III, 224","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 224","unknown_location_XX_gid_unknown","Unknown","COE III, 224","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 224","NULL"
"schudelin_johann_viaf_unknown","individual","male","unknown","Johann SCHUDELIN [COE] // Johann Schudelin [CWE] // Schudelinus, John [ALLEN]","Schudelinus","COE III, 231-232","vaihingen_an_der_enz_DE_gid_2817927","Vaihingen","COE III, 231-232","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 231-232","unknown_location_XX_gid_unknown","Unknown","COE III, 231-232","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 231-232","NULL"
"silvius_andreas_viaf_20500070","individual","male","20500070","Andreas SILVIUS [COE] // Andreas Silvius [CWE] // Silvius, Andrew [ALLEN]","Sylvius","COE III, 252","unknown_location_XX_gid_unknown","Unknown","COE III, 252","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 252","unknown_location_XX_gid_unknown","Unknown","COE III, 252","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 252","NULL"
"smith_john_viaf_unknown","individual","male","unknown","John SMITH [COE] // John Smith [CWE] // Smith, John [ALLEN]","Smyth","COE III, 261","unknown_location_in_england_GB_gid_unknown","Unkown","COE III, 261","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 261","unknown_location_XX_gid_unknown","Unknown","COE III, 261","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 261","NULL"
"spinola_luigi_viaf_unknown","individual","male","unknown","Luigi SPINOLA [COE] // Luigi Spinola [CWE] // Spinula, Luigi [ALLEN]","Gian Luigi Spinola // Ludovico Spinola","COE III, 272-273","genoa_IT_gid_3176219","Genoa","COE III, 272-273","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 272-273","unknown_location_XX_gid_unknown","Unknown","COE III, 272-273","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 272-273","NULL"
"strasbourg_magistrates_of_viaf_not_applicable","corporate body","NULL","not applicable","[Magistrates of Strasbourg] [COE] // Magistrates of Strasbourg [CWE] // Strasburg, Magistrates [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"swiss_confedercy_viaf_not_applicable","corporate body","NULL","not applicable","[Swiss Confederation] [COE] // The Swiss Confederation [CWE] // Swiss Confederacy [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"thale_william_viaf_unknown","individual","male","unknown","William THALE [COE] // William Thale [CWE] // Thale, William [ALLEN]","Thaleus // Thaleius // Taleus","COE III, 315","unknown_location_in_england_GB_gid_unknown","Unknown","COE III, 315","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 315","unknown_location_XX_gid_unknown","Unknown","COE III, 315","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 315","NULL"
"theoderici_jacobus_viaf_unknown","individual","male","unknown","Jacobus THEODERICI [COE] // Jacobus Theodorici of Hoorn [CWE] // Theodorici, J. of Hoorn [ALLEN]","Dierckx","COE III, 317","hoorn_NL_gid_2753638","Hoorn, on the Frisian island of Terschelling","COE III, 317","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 317","unknown_location_XX_gid_unknown","Unknown","COE III, 317","NULL","NULL","NULL","1532-01-01","1","NULL","NULL","NULL","1533-12-31","1532 or 1533","NULL","NULL"
"thomas_georg_viaf_unknown","individual","male","unknown","Georg THOMAS [COE] // Georg Thomas [CWE] // Thomas, George [ALLEN]","NULL","NULL","nordhausen_DE_gid_2861982","Nordhausen","COE III, 320","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 320","unknown_location_XX_gid_unknown","Unknown","COE III, 320","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 320","NULL"
"thuringus_saltzensis_chunradus_viaf_unknown","individual","male","unknown","Chunradus THURINGUS SALTZENSIS [COE] // Cunradus Thuringus Saltzensis [CWE] // Conrad Thuringus [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE III, 322","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 322","unknown_location_XX_gid_unknown","Unknown","COE III, 322","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 322","NULL"
"trautmannsdorf_andreas_von_viaf_uncertain","individual","male","uncertain","Andreas von TRAUTMANNSDORF [COE] // Andreas von Trautmannsdorf [CWE] // Trautmansdorff, Andreas [ALLEN]","Trautmansdorff","COE III, 340","unknown_location_in_germany_DE_gid_unknown","Unknown","COE III, 340","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 340","unknown_location_XX_gid_unknown","Unknown","COE III, 340","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 340","NULL"
"unnamed_person_viaf_not_applicable","individual","NULL","not applicable","[not included in COE] // ? [CWE] // Unnamed Person [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"verinus_gabriel_viaf_51698984","individual","male","unknown","Gabriel VERINUS [COE] // Gabriel Verinus [CWE] // Verinus, Gabriel [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE III, 389","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 389","unknown_location_XX_gid_unknown","Unknown","COE III, 389","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 389","NULL"
"vesuvius_nicolaus_viaf_unknown","individual","male","unknown","Nicolaus VESUVIUS [COE] // Nicolaus Vesuvius [CWE] // Vesuvius, Nicholaus (Vidoveus) [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE III, 389-390","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 389-390","unknown_location_XX_gid_unknown","Unknown","COE III, 389-390","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 389-390","NULL"
"villani_bartolomeo_viaf_unknown","individual","male","unknown","Bartolomeo VILLANI [COE] // Bartolomeo Villani [CWE] // Villanus, Bortholomeus [ALLEN]","Villanus // Villano","COE III, 395-396","pontremoli_IT_gid_3170191","Pontremoli","COE III, 395-396","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 395-396","unknown_location_XX_gid_unknown","Unknown","COE III, 395-396","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 395-396","NULL"
"viromandus_hieronymus_viaf_unknown","individual","male","unknown","Hieronymus VIROMANDUS [COE] // Hieronymus Viromandus [CWE] // Viromandus, Hieronymus [ALLEN]","NULL","NULL","vermand_FR_gid_2969868","prob. Vermand","COE III, 399-400","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 399-400","unknown_location_XX_gid_unknown","Unknown","COE III, 399-400","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 399-400","NULL"
"wentford_roger_viaf_unknown","individual","male","unknown","Roger WENTFORD [COE] // Roger Wentford [CWE] // Wentford, Roger [ALLEN]","NULL","NULL","unknown_location_in_england_GB_gid_unknown","Unknown","COE IIII, 438","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE IIII, 438","unknown_location_XX_gid_unknown","Unknown","COE IIII, 438","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE IIII, 438","NULL"
"werter_johann_viaf_unknown","individual","male","unknown","Johann WERTER [COE] // Johann Werter [CWE] // Werter, John [ALLEN]","Werterius","COE III, 440","unknown_location_XX_gid_unknown","Unknown","COE III, 440","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 440","unknown_location_XX_gid_unknown","Unknown","COE III, 440","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 440","NULL"
"wiele_adriaan_viaf_291687111","individual","male","291687111","Adriaan WIELE [COE] // Adriaan Wiele [CWE] // Wiele, Adrian [ALLEN]","van der Wiele // Wiel // Vilius","COE III, 446","unknown_location_in_belgium_BE_gid_unknown","Unknown","COE III, 446","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 446","unknown_location_XX_gid_unknown","Unknown","COE III, 446","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 446","NULL"
"winckel_pieter_viaf_unknown","individual","male","unknown","Pieter WINCKEL [COE] // Pieter Winckel [CWE] // Winckel, Peter [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","Unknown","COE III, 451","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 451","unknown_location_XX_gid_unknown","Unknown","COE III, 451","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","COE III, 451","NULL"
"zurich_town_council_of_viaf_not_applicable","corporate body","not applicable","not applicable","[Town Council of Zurich] [COE] // The Town Council of Zürich [CWE] // Zurich Town Council [ALLEN]","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","unknown_location_XX_gid_unknown","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
